,Genotype,Plasmid_counts,Rep_1_counts,Rep_2_counts,Plasmid_RPM,r1_RPM,r2_RPM,r1_FC,r2_FC,avg_FC,neighbors,n_muts
498168,1.02E+16,2,1,0,4.138259241,4.540130211,0,1.097111115,0,0.548555558,1.488531009,4
114,111100,10,0,15,20.69129621,0,50.52274197,0,2.441738858,1.220869429,1.488473905,4
935160,1.01E+17,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,1.488057761,5
762102,1.00001E+17,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,1.487919677,4
943536,1.01E+17,3,1,2,6.207388862,4.540130211,6.736365596,0.73140741,1.08521727,0.90831234,1.772062101,4
5222,1E+11,3,1,2,6.207388862,4.540130211,6.736365596,0.73140741,1.08521727,0.90831234,1.749619944,4
6915,1.01E+11,3,1,2,6.207388862,4.540130211,6.736365596,0.73140741,1.08521727,0.90831234,1.627170154,4
62236,1E+14,3,1,2,6.207388862,4.540130211,6.736365596,0.73140741,1.08521727,0.90831234,1.600432536,3
24528,1.11E+12,0,1,0,0,4.540130211,0,inf,,,1.485707783,5
26457,1.20001E+12,2,0,1,4.138259241,0,3.368182798,0,0.813912953,0.406956476,1.484350108,8
508628,1.02002E+16,0,0,1,0,0,3.368182798,,inf,,1.484350108,8
525052,1.02012E+16,0,0,1,0,0,3.368182798,,inf,,1.484350108,9
915321,1.0021E+17,0,0,6,0,0,20.20909679,,inf,,1.484350108,11
1062867,1.012E+17,0,0,1,0,0,3.368182798,,inf,,1.484350108,7
560664,1.1E+16,1,0,2,2.069129621,0,6.736365596,0,3.255651811,1.627825905,1.483855506,5
127040,2.00001E+14,0,0,1,0,0,3.368182798,,inf,,1.483272556,6
192126,1.0001E+15,0,1,0,0,4.540130211,0,inf,,,1.483272556,5
559922,1.1E+16,1,0,2,2.069129621,0,6.736365596,0,3.255651811,1.627825905,1.48327116,4
1948,1001100020,0,0,1,0,0,3.368182798,,inf,,1.482913638,4
748608,1E+17,1,0,2,2.069129621,0,6.736365596,0,3.255651811,1.627825905,1.482634418,5
155598,2.1E+14,0,0,3,0,0,10.10454839,,inf,,1.48192396,4
311400,1.2E+15,3,0,1,6.207388862,0,3.368182798,0,0.542608635,0.271304318,1.481561813,4
105072,1.102E+14,0,0,1,0,0,3.368182798,,inf,,1.480741215,7
389113,1.0001E+16,0,0,1,0,0,3.368182798,,inf,,1.48066686,5
257760,1.10011E+15,0,0,1,0,0,3.368182798,,inf,,1.479776075,5
389665,1.0001E+16,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,1.479644479,4
376758,1E+16,0,2,0,0,9.080260422,0,inf,,,1.479571414,4
17655,1.001E+12,0,1,0,0,4.540130211,0,inf,,,1.479309807,7
40713,1.01101E+13,0,1,0,0,4.540130211,0,inf,,,1.479309807,9
75835,1.00201E+14,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,1.479309807,10
214563,1.0012E+15,0,2,0,0,9.080260422,0,inf,,,1.479309807,7
634411,1.11002E+16,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,1.479309807,10
91670,1.0121E+14,0,1,0,0,4.540130211,0,inf,,,1.479289171,7
172979,2.11001E+14,0,1,0,0,4.540130211,0,inf,,,1.479289171,9
397518,1.00011E+16,0,1,0,0,4.540130211,0,inf,,,1.479289171,6
424063,1.0011E+16,0,1,0,0,4.540130211,0,inf,,,1.479289171,10
583589,1.10011E+16,0,1,0,0,4.540130211,0,inf,,,1.479289171,11
672131,1.1111E+16,0,1,0,0,4.540130211,0,inf,,,1.479289171,13
674106,1.11111E+16,0,1,0,0,4.540130211,0,inf,,,1.479289171,10
682116,1.11112E+16,0,1,0,0,4.540130211,0,inf,,,1.479289171,12
753934,1E+17,0,1,0,0,4.540130211,0,inf,,,1.479289171,8
765881,1.00001E+17,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,1.479289171,8
788110,1.0001E+17,0,1,0,0,4.540130211,0,inf,,,1.479289171,8
790587,1.0001E+17,0,1,0,0,4.540130211,0,inf,,,1.479289171,8
843740,1.0011E+17,0,1,0,0,4.540130211,0,inf,,,1.479289171,9
875983,1.002E+17,0,1,0,0,4.540130211,0,inf,,,1.479289171,9
988881,1.01011E+17,0,1,0,0,4.540130211,0,inf,,,1.479289171,11
996436,1.011E+17,0,1,0,0,4.540130211,0,inf,,,1.479289171,8
1058235,1.012E+17,0,1,0,0,4.540130211,0,inf,,,1.479289171,9
1134463,1.1E+17,0,0,1,0,0,3.368182798,,inf,,1.479289171,8
1363764,1.11011E+17,0,1,0,0,4.540130211,0,inf,,,1.479289171,9
1181966,1.101E+17,0,0,1,0,0,3.368182798,,inf,,1.479243071,5
4345,10100010001,2,0,2,4.138259241,0,6.736365596,0,1.627825905,0.813912953,1.478921576,4
375025,1E+16,0,0,1,0,0,3.368182798,,inf,,1.478769328,4
5265,1E+11,0,0,1,0,0,3.368182798,,inf,,1.478457106,5
42048,1.02E+13,5,2,0,10.3456481,9.080260422,0,0.877688892,0,0.438844446,1.478065647,4
9505,1.101E+11,0,0,1,0,0,3.368182798,,inf,,1.477691739,4
2688,1100110000,3,1,2,6.207388862,4.540130211,6.736365596,0.73140741,1.08521727,0.90831234,1.45108391,4
186690,1E+15,3,1,2,6.207388862,4.540130211,6.736365596,0.73140741,1.08521727,0.90831234,1.292519248,4
134952,2.002E+14,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,1.474798371,4
373346,1E+16,3,0,2,6.207388862,0,6.736365596,0,1.08521727,0.542608635,1.474645156,4
870913,1.002E+17,3,1,2,6.207388862,4.540130211,6.736365596,0.73140741,1.08521727,0.90831234,1.113019099,3
1309826,1.11E+17,0,0,1,0,0,3.368182798,,inf,,1.474413755,5
780198,1.0001E+17,1,2,0,2.069129621,9.080260422,0,4.388444461,0,2.19422223,1.473806196,5
31155,1E+13,3,1,2,6.207388862,4.540130211,6.736365596,0.73140741,1.08521727,0.90831234,0.502698797,4
19015,1.01E+12,1,2,0,2.069129621,9.080260422,0,4.388444461,0,2.19422223,1.473446697,4
192960,1.0001E+15,0,1,1,0,4.540130211,3.368182798,inf,inf,inf,1.472819394,4
265104,1.101E+15,0,0,3,0,0,10.10454839,,inf,,1.472718183,5
202296,1.001E+15,9,1,0,18.62216659,4.540130211,0,0.24380247,0,0.121901235,1.47159055,4
96792,1.1001E+14,0,1,2,0,4.540130211,6.736365596,inf,inf,inf,1.470967961,4
762124,1.00001E+17,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,1.470793837,4
5319,1E+11,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,1.470705099,6
8856,1.10001E+11,0,1,1,0,4.540130211,3.368182798,inf,inf,inf,1.470558419,4
7284,1.01002E+11,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,1.470329121,5
31350,1E+13,2,1,0,4.138259241,4.540130211,0,1.097111115,0,0.548555558,1.470329121,5
1122719,1.1E+17,0,0,1,0,0,3.368182798,,inf,,1.470130178,10
1148639,1.10001E+17,1,0,3,2.069129621,0,10.10454839,0,4.883477716,2.441738858,1.470130178,12
757728,1E+17,7,2,5,14.48390734,9.080260422,16.84091399,0.626920637,1.16273279,0.894826713,2.425352645,3
10632,2.00001E+11,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,1.469773921,4
926256,1.00211E+17,0,1,0,0,4.540130211,0,inf,,,1.469721739,7
762768,1.00001E+17,2,0,1,4.138259241,0,3.368182798,0,0.813912953,0.406956476,1.468941318,4
824472,1.00101E+17,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,1.468504327,5
266118,1.101E+15,0,0,1,0,0,3.368182798,,inf,,1.468302584,5
630872,1.11001E+16,0,1,0,0,4.540130211,0,inf,,,1.468265347,8
721009,1.12101E+16,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,1.468265347,7
1297725,1.10211E+17,0,1,0,0,4.540130211,0,inf,,,1.468265347,15
100657,1.10101E+14,0,1,0,0,4.540130211,0,inf,,,1.468265347,6
243843,1.0112E+15,0,1,0,0,4.540130211,0,inf,,,1.468265347,8
913038,1.0021E+17,0,1,0,0,4.540130211,0,inf,,,1.468265347,8
1148082,1.10001E+17,0,1,0,0,4.540130211,0,inf,,,1.468265347,11
746569,1E+17,19,8,10,39.31346279,36.32104169,33.68182798,0.923883044,0.856750477,0.89031676,1.831923328,3
377712,1E+16,0,0,1,0,0,3.368182798,,inf,,1.46792226,4
746788,1E+17,0,1,1,0,4.540130211,3.368182798,inf,inf,inf,1.467465904,3
181440,2.112E+14,8,5,2,16.55303697,22.70065105,6.736365596,1.371388894,0.406956476,0.889172685,3.232399951,4
188418,1E+15,0,0,2,0,0,6.736365596,,inf,,1.466566554,5
497678,1.02E+16,3,1,0,6.207388862,4.540130211,0,0.73140741,0,0.365703705,1.466114558,4
965976,1.0101E+17,0,1,1,0,4.540130211,3.368182798,inf,inf,inf,1.465926321,5
8648,1.1E+11,0,0,1,0,0,3.368182798,,inf,,1.465684291,4
1150876,1.1001E+17,0,1,0,0,4.540130211,0,inf,,,1.465664933,5
1306512,1.11E+17,8,5,2,16.55303697,22.70065105,6.736365596,1.371388894,0.406956476,0.889172685,1.35676266,4
2214,1010020100,0,1,0,0,4.540130211,0,inf,,,1.463362755,4
186810,1E+15,0,0,3,0,0,10.10454839,,inf,,1.463291257,5
435600,1.01E+16,12,6,5,24.82955545,27.24078127,16.84091399,1.097111115,0.678260794,0.887685955,2.553825159,3
81216,1.0101E+14,8,2,6,16.55303697,9.080260422,20.20909679,0.548555558,1.220869429,0.884712493,4.137503855,3
93324,1.1E+14,12,3,9,24.82955545,13.62039063,30.31364518,0.548555558,1.220869429,0.884712493,2.954928667,3
373776,1E+16,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,1.462030253,4
3025,1110000001,0,0,1,0,0,3.368182798,,inf,,1.461765487,4
747794,1E+17,0,0,1,0,0,3.368182798,,inf,,1.461502746,4
594,11001100,5,0,2,10.3456481,0,6.736365596,0,0.651130362,0.325565181,1.461461746,4
197304,1.0002E+15,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,1.461388597,4
5377,1.00001E+11,0,0,1,0,0,3.368182798,,inf,,1.461114771,4
469396,1.011E+16,2,0,1,4.138259241,0,3.368182798,0,0.813912953,0.406956476,1.461113425,9
421686,1.0011E+16,0,1,0,0,4.540130211,0,inf,,,1.460306573,6
767668,1.00001E+17,0,1,0,0,4.540130211,0,inf,,,1.460306573,5
938592,1.01E+17,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,1.460041499,4
11736,2.0011E+11,1,2,0,2.069129621,9.080260422,0,4.388444461,0,2.19422223,1.459895858,4
230,1101010,10,0,2,20.69129621,0,6.736365596,0,0.325565181,0.162782591,1.459379438,4
871776,1.002E+17,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,1.459158761,3
1302474,1.10211E+17,0,0,1,0,0,3.368182798,,inf,,1.459041419,12
15721,1E+12,0,0,1,0,0,3.368182798,,inf,,1.458792708,4
1305,110000111,0,0,2,0,0,6.736365596,,inf,,1.458127836,5
8649,1.1E+11,0,0,1,0,0,3.368182798,,inf,,1.458127836,5
420192,1.0011E+16,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,1.458105576,4
171120,2.11E+14,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,1.457803184,4
950,100101010,1,2,0,2.069129621,9.080260422,0,4.388444461,0,2.19422223,1.457487394,4
15632,1E+12,4,1,3,8.276518483,4.540130211,10.10454839,0.548555558,1.220869429,0.884712493,1.843249022,4
264540,1.101E+15,0,1,0,0,4.540130211,0,inf,,,1.456543953,5
5624,1.0001E+11,0,2,1,0,9.080260422,3.368182798,inf,inf,inf,1.455394003,4
2454,1012000100,4,0,2,8.276518483,0,6.736365596,0,0.813912953,0.406956476,1.454899361,4
31466,1E+13,2,0,2,4.138259241,0,6.736365596,0,1.627825905,0.813912953,1.454899361,4
88920,1.012E+14,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,1.454650721,6
757042,1E+17,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,1.454610478,6
746958,1E+17,4,1,3,8.276518483,4.540130211,10.10454839,0.548555558,1.220869429,0.884712493,1.738891513,4
747864,1E+17,0,1,0,0,4.540130211,0,inf,,,1.453133603,4
190226,1.00001E+15,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,1.452663652,4
559886,1.1E+16,4,1,3,8.276518483,4.540130211,10.10454839,0.548555558,1.220869429,0.884712493,1.60397306,4
23586,1.1011E+12,0,0,1,0,0,3.368182798,,inf,,1.452347798,9
899858,1.00201E+17,0,0,1,0,0,3.368182798,,inf,,1.452347798,8
1227589,1.1011E+17,0,0,1,0,0,3.368182798,,inf,,1.452347798,12
1355999,1.11011E+17,0,0,1,0,0,3.368182798,,inf,,1.452347798,13
226368,1.01011E+15,3,1,0,6.207388862,4.540130211,0,0.73140741,0,0.365703705,1.451816884,4
88165,1.012E+14,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,1.451763601,6
62716,1E+14,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,1.451329836,4
15674,1E+12,4,1,3,8.276518483,4.540130211,10.10454839,0.548555558,1.220869429,0.884712493,1.462623831,4
10384,2E+11,11,2,0,22.76042583,9.080260422,0,0.398949496,0,0.199474748,1.450364281,3
242,1110010,4,1,3,8.276518483,4.540130211,10.10454839,0.548555558,1.220869429,0.884712493,1.225120299,4
755137,1E+17,0,1,0,0,4.540130211,0,inf,,,1.450062407,4
46672,1.1E+13,3,0,1,6.207388862,0,3.368182798,0,0.542608635,0.271304318,1.449653637,4
933198,1.01E+17,0,0,2,0,0,6.736365596,,inf,,1.449127084,4
1405201,1.1111E+17,0,0,1,0,0,3.368182798,,inf,,1.448749053,9
13897,2.1E+11,0,1,0,0,4.540130211,0,inf,,,1.44861181,4
1200479,1.10101E+17,3,0,1,6.207388862,0,3.368182798,0,0.542608635,0.271304318,1.447988109,12
186668,1E+15,4,1,3,8.276518483,4.540130211,10.10454839,0.548555558,1.220869429,0.884712493,1.195202211,5
43224,1.0201E+13,4,1,3,8.276518483,4.540130211,10.10454839,0.548555558,1.220869429,0.884712493,1.050259348,4
995352,1.011E+17,4,1,3,8.276518483,4.540130211,10.10454839,0.548555558,1.220869429,0.884712493,0.695291641,4
10395,2E+11,4,1,3,8.276518483,4.540130211,10.10454839,0.548555558,1.220869429,0.884712493,0.598427458,4
580680,1.10011E+16,0,1,1,0,4.540130211,3.368182798,inf,inf,inf,1.446816595,5
933121,1.01E+17,22,11,9,45.52085165,49.94143232,30.31364518,1.097111115,0.665928779,0.881519947,1.349222043,3
373872,1E+16,3,1,0,6.207388862,4.540130211,0,0.73140741,0,0.365703705,1.446392113,4
321408,1.2002E+15,9,5,3,18.62216659,22.70065105,10.10454839,1.21901235,0.542608635,0.880810493,1.407882431,3
93751,1.1E+14,0,1,0,0,4.540130211,0,inf,,,1.445717298,5
93746,1.1E+14,3,0,1,6.207388862,0,3.368182798,0,0.542608635,0.271304318,1.445152434,4
782785,1.0001E+17,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,1.445014613,4
202177,1.001E+15,9,2,7,18.62216659,9.080260422,23.57727959,0.48760494,1.266086815,0.876845878,2.93649079,3
57291,1.12E+13,0,2,0,0,9.080260422,0,inf,,,1.444228844,8
15614,1E+12,7,2,0,14.48390734,9.080260422,0,0.626920637,0,0.313460319,1.443674677,4
389382,1.0001E+16,0,0,2,0,0,6.736365596,,inf,,1.443351413,5
67400,1.001E+14,0,0,1,0,0,3.368182798,,inf,,1.442699008,4
35508,1.00101E+13,0,0,1,0,0,3.368182798,,inf,,1.442221698,5
186938,1E+15,4,0,1,8.276518483,0,3.368182798,0,0.406956476,0.203478238,1.44137498,4
747361,1E+17,9,2,7,18.62216659,9.080260422,23.57727959,0.48760494,1.266086815,0.876845878,1.5027738,3
515088,1.0201E+16,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,1.439209982,5
13860,2.1E+11,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,1.439165814,4
1252204,1.102E+17,0,0,1,0,0,3.368182798,,inf,,1.439145319,10
563328,1.1E+16,10,5,4,20.69129621,22.70065105,13.47273119,1.097111115,0.651130362,0.874120739,2.690518997,3
451014,1.0101E+16,1,0,2,2.069129621,0,6.736365596,0,3.255651811,1.627825905,1.438665656,4
366768,1.21111E+15,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,1.438131565,7
674161,1.11111E+16,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,1.437604068,10
1222437,1.1011E+17,2,109,0,4.138259241,494.874193,0,119.5851116,0,59.79255578,1.437349264,12
12396,2.01002E+11,0,1,0,0,4.540130211,0,inf,,,1.437207737,4
445825,1.01002E+16,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,1.437171265,4
808776,1.001E+17,15,6,8,31.03694431,27.24078127,26.94546238,0.877688892,0.868173816,0.872931354,2.066542344,3
763825,1.00001E+17,0,1,0,0,4.540130211,0,inf,,,1.436703709,5
10476,2E+11,2,2,0,4.138259241,9.080260422,0,2.19422223,0,1.097111115,1.436272153,4
12204,2.01E+11,0,1,1,0,4.540130211,3.368182798,inf,inf,inf,1.435628598,5
188478,1E+15,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,1.435628598,5
285691,1.1101E+15,0,10,0,0,45.40130211,0,inf,,,1.435628598,10
701343,1.1201E+16,0,0,1,0,0,3.368182798,,inf,,1.435628598,11
924743,1.00211E+17,0,1,0,0,4.540130211,0,inf,,,1.435628598,13
440,10000110,16,9,5,33.10607393,40.8611719,16.84091399,1.234250005,0.508695595,0.8714728,1.545570283,3
1306536,1.11E+17,2,1,0,4.138259241,4.540130211,0,1.097111115,0,0.548555558,1.435306766,5
644382,1.11011E+16,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,1.434882475,11
1260144,1.10201E+17,2,0,1,4.138259241,0,3.368182798,0,0.813912953,0.406956476,1.434727909,5
279676,1.10121E+15,0,0,1,0,0,3.368182798,,inf,,1.434403734,10
777741,1.0001E+17,0,0,1,0,0,3.368182798,,inf,,1.434403734,8
415008,1.00102E+16,3,1,0,6.207388862,4.540130211,0,0.73140741,0,0.365703705,1.434241114,4
809136,1.001E+17,10,2,8,20.69129621,9.080260422,26.94546238,0.438844446,1.302260724,0.870552585,1.709329454,3
337,2020001,5,1,4,10.3456481,4.540130211,13.47273119,0.438844446,1.302260724,0.870552585,1.553840456,3
252336,1.10001E+15,0,0,1,0,0,3.368182798,,inf,,1.433123745,4
83160,1.011E+14,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,1.431861091,5
1306680,1.11E+17,0,0,1,0,0,3.368182798,,inf,,1.431664586,5
103692,1.102E+14,0,2,0,0,9.080260422,0,inf,,,1.43120127,4
399624,1.00012E+16,0,1,0,0,4.540130211,0,inf,,,1.431049836,5
601060,1.10101E+16,0,0,1,0,0,3.368182798,,inf,,1.430476215,9
674773,1.11111E+16,0,0,1,0,0,3.368182798,,inf,,1.430476215,12
19165,1.01E+12,0,0,1,0,0,3.368182798,,inf,,1.430124987,5
772776,1.00001E+17,0,0,1,0,0,3.368182798,,inf,,1.430124987,5
788236,1.0001E+17,0,2,0,0,9.080260422,0,inf,,,1.429906875,7
746626,1E+17,3,2,0,6.207388862,9.080260422,0,1.46281482,0,0.73140741,1.429568173,5
676921,1.11111E+16,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,1.429474953,12
374989,1E+16,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,1.428964592,4
256536,1.1001E+15,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,1.428754912,7
160776,2.101E+14,2,0,1,4.138259241,0,3.368182798,0,0.813912953,0.406956476,1.427581332,4
1019498,1.01101E+17,1,0,3,2.069129621,0,10.10454839,0,4.883477716,2.441738858,1.427580845,12
1850,1000120010,3,1,0,6.207388862,4.540130211,0,0.73140741,0,0.365703705,1.427561127,4
1735,1000000101,17,6,10,35.17520355,27.24078127,33.68182798,0.774431375,0.95754465,0.865988013,1.730420719,3
394000,1.00011E+16,0,0,1,0,0,3.368182798,,inf,,1.426227061,5
824256,1.00101E+17,19,9,8,39.31346279,40.8611719,26.94546238,1.039368425,0.685400381,0.862384403,2.620257977,3
1121976,1.1E+17,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,1.425606054,5
204490,1.001E+15,0,0,1,0,0,3.368182798,,inf,,1.425062255,7
236935,1.01101E+15,0,1,0,0,4.540130211,0,inf,,,1.425062255,8
259417,1.1002E+15,0,1,0,0,4.540130211,0,inf,,,1.425062255,6
487476,1.01111E+16,0,1,0,0,4.540130211,0,inf,,,1.425062255,8
502884,1.02001E+16,0,0,2,0,0,6.736365596,,inf,,1.425062255,5
577298,1.1001E+16,0,1,0,0,4.540130211,0,inf,,,1.425062255,6
1040211,1.0111E+17,0,0,1,0,0,3.368182798,,inf,,1.425062255,13
1137528,1.10001E+17,0,0,1,0,0,3.368182798,,inf,,1.425062255,6
1439058,1.112E+17,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,1.425062255,11
31734,1E+13,0,0,1,0,0,3.368182798,,inf,,1.424924185,5
62224,1E+14,7,4,2,14.48390734,18.16052084,6.736365596,1.253841274,0.465093116,0.859467195,0.97151897,3
83235,1.011E+14,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,1.42447019,6
264620,1.101E+15,0,1,1,0,4.540130211,3.368182798,inf,inf,inf,1.423468065,8
337196,1.2012E+15,0,1,0,0,4.540130211,0,inf,,,1.423468065,9
560382,1.1E+16,0,0,1,0,0,3.368182798,,inf,,1.423468065,5
10808,2.0001E+11,0,1,1,0,4.540130211,3.368182798,inf,inf,inf,1.423309299,4
202488,1.001E+15,2,0,1,4.138259241,0,3.368182798,0,0.813912953,0.406956476,1.422214515,4
190392,1.00001E+15,0,0,1,0,0,3.368182798,,inf,,1.421943495,4
497665,1.02E+16,8,4,3,16.55303697,18.16052084,10.10454839,1.097111115,0.610434715,0.853772915,2.414537933,3
252,1111000,3,0,2,6.207388862,0,6.736365596,0,1.08521727,0.542608635,1.421098103,4
65808,1.0001E+14,8,4,3,16.55303697,18.16052084,10.10454839,1.097111115,0.610434715,0.853772915,2.336082666,3
124465,2E+14,0,1,2,0,4.540130211,6.736365596,inf,inf,inf,1.420652098,3
1161216,1.1001E+17,8,4,3,16.55303697,18.16052084,10.10454839,1.097111115,0.610434715,0.853772915,1.264933904,4
130608,2.001E+14,0,0,1,0,0,3.368182798,,inf,,1.420292591,4
787980,1.0001E+17,2,0,2,4.138259241,0,6.736365596,0,1.627825905,0.813912953,1.419455889,4
34568,1.001E+13,0,0,1,0,0,3.368182798,,inf,,1.419026641,4
1145664,1.10001E+17,9,4,4,18.62216659,18.16052084,13.47273119,0.97520988,0.72347818,0.84934403,2.102530452,4
5336,1.00001E+11,0,1,1,0,4.540130211,3.368182798,inf,inf,inf,1.418659161,4
1060803,1.012E+17,0,0,1,0,0,3.368182798,,inf,,1.418631344,11
62267,1E+14,3,0,3,6.207388862,0,10.10454839,0,1.627825905,0.813912953,1.417748863,5
588101,1.10012E+16,1,0,2,2.069129621,0,6.736365596,0,3.255651811,1.627825905,1.417559947,9
262656,1.10021E+15,2,0,1,4.138259241,0,3.368182798,0,0.813912953,0.406956476,1.417366409,4
187152,1E+15,0,3,0,0,13.62039063,0,inf,,,1.416741983,4
438936,1.01E+16,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,1.414968562,4
217736,1.01E+15,1,2,0,2.069129621,9.080260422,0,4.388444461,0,2.19422223,1.414927448,4
110664,1.11001E+14,0,1,0,0,4.540130211,0,inf,,,1.414174468,5
758712,1E+17,2,1,0,4.138259241,4.540130211,0,1.097111115,0,0.548555558,1.414174468,5
36813,1.01E+13,0,1,1,0,4.540130211,3.368182798,inf,inf,inf,1.413931749,8
188707,1E+15,0,0,1,0,0,3.368182798,,inf,,1.413931749,7
232512,1.01021E+15,0,0,1,0,0,3.368182798,,inf,,1.413931749,7
823219,1.001E+17,0,0,1,0,0,3.368182798,,inf,,1.413931749,11
750097,1E+17,2,0,1,4.138259241,0,3.368182798,0,0.813912953,0.406956476,1.41362997,4
1308096,1.11E+17,9,4,4,18.62216659,18.16052084,13.47273119,0.97520988,0.72347818,0.84934403,1.79339951,4
781058,1.0001E+17,2,1,0,4.138259241,4.540130211,0,1.097111115,0,0.548555558,1.413079641,4
808752,1.001E+17,9,4,4,18.62216659,18.16052084,13.47273119,0.97520988,0.72347818,0.84934403,1.719907518,3
187562,1E+15,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,1.412328187,4
93342,1.1E+14,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,1.412320408,4
11460,2.00101E+11,0,1,0,0,4.540130211,0,inf,,,1.412214369,5
570797,1.10002E+16,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,1.412214369,8
44,11110,46,0,17,95.17996255,0,57.25910757,0,0.601587835,0.300793917,1.4121577,4
777888,1.0001E+17,8,1,7,16.55303697,4.540130211,23.57727959,0.274277779,1.424347667,0.849312723,1.756055539,3
750528,1E+17,5,0,1,10.3456481,0,3.368182798,0,0.325565181,0.162782591,1.410533544,4
52704,1.11001E+13,0,1,1,0,4.540130211,3.368182798,inf,inf,inf,1.410312974,4
771120,1.00001E+17,0,1,1,0,4.540130211,3.368182798,inf,inf,inf,1.410241018,5
19104,1.01E+12,3,0,2,6.207388862,0,6.736365596,0,1.08521727,0.542608635,1.410226413,4
396144,1.00011E+16,0,2,0,0,9.080260422,0,inf,,,1.410081038,5
190296,1.00001E+15,2,0,1,4.138259241,0,3.368182798,0,0.813912953,0.406956476,1.409927965,4
624600,1.11E+16,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,1.409865763,7
248910,1.1E+15,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,1.409734374,4
257976,1.10011E+15,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,1.409243785,6
611688,1.1011E+16,0,1,0,0,4.540130211,0,inf,,,1.408434475,10
1119786,1.1E+17,2,0,2,4.138259241,0,6.736365596,0,1.627825905,0.813912953,1.408412206,5
5382,1.00001E+11,0,0,1,0,0,3.368182798,,inf,,1.407977456,4
967752,1.0101E+17,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,1.4079365,5
997850,1.011E+17,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,1.407901002,8
793152,1.00011E+17,29,9,18,60.004759,40.8611719,60.62729036,0.68096552,1.0103747,0.84567011,2.489115223,3
560448,1.1E+16,0,1,0,0,4.540130211,0,inf,,,1.407630457,4
38,11010,80,43,25,165.5303697,195.2255991,84.20456995,1.179394449,0.508695595,0.844045022,2.289220561,3
62690,1E+14,0,1,0,0,4.540130211,0,inf,,,1.406767228,4
950832,1.01001E+17,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,1.406260426,5
158112,2.10001E+14,0,0,1,0,0,3.368182798,,inf,,1.405582817,4
772492,1.00001E+17,0,0,2,0,0,6.736365596,,inf,,1.405097931,5
1214412,1.1011E+17,0,1,0,0,4.540130211,0,inf,,,1.405097931,8
10449,2E+11,2,0,2,4.138259241,0,6.736365596,0,1.627825905,0.813912953,1.404807803,5
